Segment,Product,Date,Quantity,Unique Purchases,Avg. Price,Product Revenue,Avg. QTY,Redistributed Price,Days since Day 1
W,Product B,18/04/2016,0,0,#DIV/0!,0,0,N/A,139
X,Product B,18/04/2016,0,0,#DIV/0!,0,0,N/A,139
Z,Product B,18/04/2016,0,0,#DIV/0!,0,0,N/A,139
Y,Product B ,18/04/2016,0,0,#DIV/0!,0,0,N/A,139
W,Product A,19/04/2016,15,15,558.72,8380.87,1,558.72,140
X,Product A,19/04/2016,11,11,561.35,6174.88,1,561.35,140
Y,Product A,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
Z,Product A,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
W,Product B,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
X,Product B,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
Z,Product B,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
Y,Product B ,19/04/2016,0,0,#DIV/0!,0,0,N/A,140
W,Product A,20/04/2016,15,15,632.02,9480.3,1,632.02,141
X,Product A,20/04/2016,13,13,634.7,8251.06,1,634.7,141
Y,Product A,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
Z,Product A,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
W,Product B,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
X,Product B,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
Z,Product B,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
Y,Product B ,20/04/2016,0,0,#DIV/0!,0,0,N/A,141
W,Product A,21/04/2016,7,7,659.6,4617.23,1,659.6,142
X,Product A,21/04/2016,7,7,659.6,4617.23,1,659.6,142
Y,Product A,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
Z,Product A,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
W,Product B,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
X,Product B,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
Z,Product B,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
Y,Product B ,21/04/2016,0,0,#DIV/0!,0,0,N/A,142
W,Product A,22/04/2016,12,12,588.63,7063.55,1,588.63,143
X,Product A,22/04/2016,12,12,588.63,7063.55,1,588.63,143
Y,Product A,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
Z,Product A,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
W,Product B,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
X,Product B,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
Z,Product B,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
Y,Product B ,22/04/2016,0,0,#DIV/0!,0,0,N/A,143
W,Product A,23/04/2016,7,7,603.33,4223.34,1,603.33,144
X,Product A,23/04/2016,6,6,614.62,3687.72,1,614.62,144
Y,Product A,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
Z,Product A,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
W,Product B,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
X,Product B,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
Z,Product B,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
Y,Product B ,23/04/2016,0,0,#DIV/0!,0,0,N/A,144
W,Product A,24/04/2016,9,9,611.72,5505.51,1,611.72,145
X,Product A,24/04/2016,8,8,609.46,4875.64,1,609.46,145
Y,Product A,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
Z,Product A,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
W,Product B,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
X,Product B,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
Z,Product B,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
Y,Product B ,24/04/2016,0,0,#DIV/0!,0,0,N/A,145
W,Product A,25/04/2016,14,14,628.61,8800.6,1,628.61,146
X,Product A,25/04/2016,13,13,619.97,8059.58,1,619.97,146
Y,Product A,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
Z,Product A,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
W,Product B,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
X,Product B,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
Z,Product B,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
Y,Product B ,25/04/2016,0,0,#DIV/0!,0,0,N/A,146
W,Product A,26/04/2016,15,15,631.33,9469.89,1,631.33,147
X,Product A,26/04/2016,11,11,650.33,7153.61,1,650.33,147
Y,Product A,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
Z,Product A,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
W,Product B,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
X,Product B,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
Z,Product B,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
Y,Product B ,26/04/2016,0,0,#DIV/0!,0,0,N/A,147
W,Product A,27/04/2016,17,17,586.39,9968.62,1,586.39,148
X,Product A,27/04/2016,14,14,581.56,8141.9,1,581.56,148
Y,Product A,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
Z,Product A,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
W,Product B,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
X,Product B,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
Z,Product B,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
Y,Product B ,27/04/2016,0,0,#DIV/0!,0,0,N/A,148
W,Product A,28/04/2016,14,14,597.54,8365.55,1,597.54,149
X,Product A,28/04/2016,12,12,592.11,7105.26,1,592.11,149
Y,Product A,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
Z,Product A,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
W,Product B,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
X,Product B,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
Z,Product B,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
Y,Product B ,28/04/2016,0,0,#DIV/0!,0,0,N/A,149
W,Product A,29/04/2016,10,10,559.37,5593.67,1,559.37,150
X,Product A,29/04/2016,9,9,562.01,5058.05,1,562.01,150
Y,Product A,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
Z,Product A,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
W,Product B,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
X,Product B,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
Z,Product B,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
Y,Product B ,29/04/2016,0,0,#DIV/0!,0,0,N/A,150
W,Product A,30/04/2016,20,20,617.39,12347.7,1,617.39,151
X,Product A,30/04/2016,18,18,609.79,10976.26,1,609.79,151
Y,Product A,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
Z,Product A,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
W,Product B,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
X,Product B,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
Z,Product B,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
Y,Product B ,30/04/2016,0,0,#DIV/0!,0,0,N/A,151
W,Product A,01/05/2016,15,15,582.76,8741.43,1,582.76,152
X,Product A,01/05/2016,15,15,582.76,8741.43,1,582.76,152
Y,Product A,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
Z,Product A,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
W,Product B,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
X,Product B,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
Z,Product B,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
Y,Product B ,01/05/2016,0,0,#DIV/0!,0,0,N/A,152
W,Product A,02/05/2016,13,13,621.58,8080.52,1,621.58,153
X,Product A,02/05/2016,11,11,619.97,6819.68,1,619.97,153
Y,Product A,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
Z,Product A,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
W,Product B,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
X,Product B,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
Z,Product B,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
Y,Product B ,02/05/2016,0,0,#DIV/0!,0,0,N/A,153
W,Product A,03/05/2016,12,12,533.91,6406.9,1,533.91,154
X,Product A,03/05/2016,10,10,532.18,5321.76,1,532.18,154
Y,Product A,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
Z,Product A,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
W,Product B,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
X,Product B,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
Z,Product B,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
Y,Product B ,03/05/2016,0,0,#DIV/0!,0,0,N/A,154
W,Product A,04/05/2016,6,6,558.78,3352.68,1,558.78,155
X,Product A,04/05/2016,4,4,495.45,1981.79,1,495.45,155
Y,Product A,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
Z,Product A,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
W,Product B,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
X,Product B,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
Z,Product B,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
Y,Product B ,04/05/2016,0,0,#DIV/0!,0,0,N/A,155
W,Product A,05/05/2016,4,4,641.8,2567.18,1,641.8,156
X,Product A,05/05/2016,4,4,641.8,2567.18,1,641.8,156
Y,Product A,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
Z,Product A,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
W,Product B,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
X,Product B,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
Z,Product B,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
Y,Product B ,05/05/2016,0,0,#DIV/0!,0,0,N/A,156
W,Product A,06/05/2016,5,5,500.91,2504.54,1,500.91,157
X,Product A,06/05/2016,5,5,500.91,2504.54,1,500.91,157
Y,Product A,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
Z,Product A,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
W,Product B,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
X,Product B,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
Z,Product B,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
Y,Product B ,06/05/2016,0,0,#DIV/0!,0,0,N/A,157
W,Product A,07/05/2016,5,5,508.84,2544.2,1,508.84,158
X,Product A,07/05/2016,5,5,508.84,2544.2,1,508.84,158
Y,Product A,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
Z,Product A,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
W,Product B,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
X,Product B,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
Z,Product B,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
Y,Product B ,07/05/2016,0,0,#DIV/0!,0,0,N/A,158
W,Product A,08/05/2016,4,4,495.45,1981.79,1,495.45,159
X,Product A,08/05/2016,4,4,495.45,1981.79,1,495.45,159
Y,Product A,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
Z,Product A,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
W,Product B,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
X,Product B,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
Z,Product B,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
Y,Product B ,08/05/2016,0,0,#DIV/0!,0,0,N/A,159
W,Product A,09/05/2016,4,4,458.67,1834.7,1,458.67,160
X,Product A,09/05/2016,4,4,458.67,1834.7,1,458.67,160
Y,Product A,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
Z,Product A,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
W,Product B,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
X,Product B,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
Z,Product B,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
Y,Product B ,09/05/2016,0,0,#DIV/0!,0,0,N/A,160
W,Product A,10/05/2016,11,11,502.77,5530.47,1,502.77,161
X,Product A,10/05/2016,10,10,507.52,5075.2,1,507.52,161
Y,Product A,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
Z,Product A,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
W,Product B,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
X,Product B,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
Z,Product B,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
Y,Product B ,10/05/2016,0,0,#DIV/0!,0,0,N/A,161
W,Product A,11/05/2016,9,9,538.78,4849.02,1,538.78,162
X,Product A,11/05/2016,9,9,538.78,4849.02,1,538.78,162
Y,Product A,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
Z,Product A,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
W,Product B,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
X,Product B,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
Z,Product B,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
Y,Product B ,11/05/2016,0,0,#DIV/0!,0,0,N/A,162
W,Product A,12/05/2016,4,4,492.15,1968.6,1,492.15,163
X,Product A,12/05/2016,4,4,492.15,1968.6,1,492.15,163
Y,Product A,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
Z,Product A,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
W,Product B,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
X,Product B,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
Z,Product B,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
Y,Product B ,12/05/2016,0,0,#DIV/0!,0,0,N/A,163
W,Product A,13/05/2016,12,12,529.06,6348.76,1,529.06,164
X,Product A,13/05/2016,10,10,527.75,5277.52,1,527.75,164
Y,Product A,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
Z,Product A,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
W,Product B,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
X,Product B,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
Z,Product B,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
Y,Product B ,13/05/2016,0,0,#DIV/0!,0,0,N/A,164
W,Product A,14/05/2016,9,9,550.73,4956.54,1,550.73,165
X,Product A,14/05/2016,9,9,550.73,4956.54,1,550.73,165
Y,Product A,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
Z,Product A,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
W,Product B,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
X,Product B,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
Z,Product B,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
Y,Product B ,14/05/2016,0,0,#DIV/0!,0,0,N/A,165
W,Product A,15/05/2016,3,3,553.16,1659.47,1,553.16,166
X,Product A,15/05/2016,3,3,553.16,1659.47,1,553.16,166
Y,Product A,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
Z,Product A,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
W,Product B,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
X,Product B,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
Z,Product B,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
Y,Product B ,15/05/2016,0,0,#DIV/0!,0,0,N/A,166
W,Product A,16/05/2016,7,7,539.99,3779.91,1,539.99,167
X,Product A,16/05/2016,6,6,542.91,3257.49,1,542.91,167
Y,Product A,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
Z,Product A,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
W,Product B,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
X,Product B,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
Z,Product B,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
Y,Product B ,16/05/2016,0,0,#DIV/0!,0,0,N/A,167
W,Product A,17/05/2016,18,18,585.6,10540.73,1,585.6,168
X,Product A,17/05/2016,14,14,583.89,8174.45,1,583.89,168
Y,Product A,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
Z,Product A,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
W,Product B,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
X,Product B,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
Z,Product B,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
Y,Product B ,17/05/2016,0,0,#DIV/0!,0,0,N/A,168
W,Product A,18/05/2016,18,18,620.4,11167.12,1,620.4,169
X,Product A,18/05/2016,17,17,613.48,10429.11,1,613.48,169
Y,Product A,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
Z,Product A,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
W,Product B,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
X,Product B,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
Z,Product B,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
Y,Product B ,18/05/2016,0,0,#DIV/0!,0,0,N/A,169
W,Product A,19/05/2016,12,12,644.67,7736.08,1,644.67,170
X,Product A,19/05/2016,9,9,619.29,5573.61,1,619.29,170
Y,Product A,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
Z,Product A,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
W,Product B,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
X,Product B,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
Z,Product B,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
Y,Product B ,19/05/2016,0,0,#DIV/0!,0,0,N/A,170
W,Product A,20/05/2016,12,12,585.63,7027.6,1,585.63,171
X,Product A,20/05/2016,11,11,575.51,6330.59,1,575.51,171
Y,Product A,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
Z,Product A,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
W,Product B,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
X,Product B,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
Z,Product B,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
Y,Product B ,20/05/2016,0,0,#DIV/0!,0,0,N/A,171
W,Product A,21/05/2016,5,5,672.02,3360.11,1,672.02,172
X,Product A,21/05/2016,5,5,672.02,3360.11,1,672.02,172
Y,Product A,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
Z,Product A,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
W,Product B,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
X,Product B,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
Z,Product B,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
Y,Product B ,21/05/2016,0,0,#DIV/0!,0,0,N/A,172
W,Product A,22/05/2016,13,13,630.03,8190.4,1,630.03,173
X,Product A,22/05/2016,11,11,625.41,6879.56,1,625.41,173
Y,Product A,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
Z,Product A,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
W,Product B,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
X,Product B,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
Z,Product B,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
Y,Product B ,22/05/2016,0,0,#DIV/0!,0,0,N/A,173
W,Product A,23/05/2016,14,14,614.76,8606.66,1,614.76,174
X,Product A,23/05/2016,13,13,617.2,8023.64,1,617.2,174
Y,Product A,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
Z,Product A,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
W,Product B,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
X,Product B,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
Z,Product B,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
Y,Product B ,23/05/2016,0,0,#DIV/0!,0,0,N/A,174
W,Product A,24/05/2016,17,17,566.67,9633.42,1,566.67,175
X,Product A,24/05/2016,16,16,565.65,9050.4,1,565.65,175
Y,Product A,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
Z,Product A,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
W,Product B,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
X,Product B,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
Z,Product B,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
Y,Product B ,24/05/2016,0,0,#DIV/0!,0,0,N/A,175
W,Product A,25/05/2016,16,16,603.07,9649.04,1,603.07,176
X,Product A,25/05/2016,13,13,607.69,7899.98,1,607.69,176
Y,Product A,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
Z,Product A,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
W,Product B,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
X,Product B,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
Z,Product B,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
Y,Product B ,25/05/2016,0,0,#DIV/0!,0,0,N/A,176
W,Product A,26/05/2016,18,18,590.12,10622.18,1,590.12,177
X,Product A,26/05/2016,15,15,591.54,8873.12,1,591.54,177
Y,Product A,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
Z,Product A,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
W,Product B,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
X,Product B,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
Z,Product B,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
Y,Product B ,26/05/2016,0,0,#DIV/0!,0,0,N/A,177
W,Product A,27/05/2016,13,13,532.27,6919.45,1,532.27,178
X,Product A,27/05/2016,9,9,520.24,4682.17,1,520.24,178
Y,Product A,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
Z,Product A,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
W,Product B,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
X,Product B,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
Z,Product B,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
Y,Product B ,27/05/2016,0,0,#DIV/0!,0,0,N/A,178
W,Product A,28/05/2016,14,14,569.32,7970.47,1,569.32,179
X,Product A,28/05/2016,13,13,568.27,7387.45,1,568.27,179
Y,Product A,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
Z,Product A,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
W,Product B,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
X,Product B,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
Z,Product B,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
Y,Product B ,28/05/2016,0,0,#DIV/0!,0,0,N/A,179
W,Product A,29/05/2016,14,14,568.6,7960.44,1,568.6,180
X,Product A,29/05/2016,14,14,568.6,7960.44,1,568.6,180
Y,Product A,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
Z,Product A,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
W,Product B,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
X,Product B,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
Z,Product B,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
Y,Product B ,29/05/2016,0,0,#DIV/0!,0,0,N/A,180
W,Product A,30/05/2016,17,17,632.62,10754.51,1,632.62,181
X,Product A,30/05/2016,16,16,643.7,10299.23,1,643.7,181
Y,Product A,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
Z,Product A,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
W,Product B,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
X,Product B,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
Z,Product B,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
Y,Product B ,30/05/2016,0,0,#DIV/0!,0,0,N/A,181
W,Product A,31/05/2016,23,23,587.52,13513.03,1,587.52,182
X,Product A,31/05/2016,19,19,593.07,11268.4,1,593.07,182
Y,Product A,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
Z,Product A,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
W,Product B,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
X,Product B,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
Z,Product B,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
Y,Product B ,31/05/2016,0,0,#DIV/0!,0,0,N/A,182
W,Product A,01/06/2016,33,33,598.47,19749.37,1,598.47,183
X,Product A,01/06/2016,32,32,598.95,19166.35,1,598.95,183
Y,Product A,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
Z,Product A,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
W,Product B,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
X,Product B,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
Z,Product B,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
Y,Product B ,01/06/2016,0,0,#DIV/0!,0,0,N/A,183
W,Product A,02/06/2016,27,27,583.95,15766.66,1,583.95,184
X,Product A,02/06/2016,24,24,589.39,14145.35,1,589.39,184
Y,Product A,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
Z,Product A,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
W,Product B,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
X,Product B,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
Z,Product B,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
Y,Product B ,02/06/2016,0,0,#DIV/0!,0,0,N/A,184
W,Product A,03/06/2016,15,15,550.68,8260.16,1,550.68,185
X,Product A,03/06/2016,14,14,548.37,7677.14,1,548.37,185
Y,Product A,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
Z,Product A,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
W,Product B,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
X,Product B,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
Z,Product B,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
Y,Product B ,03/06/2016,0,0,#DIV/0!,0,0,N/A,185
W,Product A,04/06/2016,17,17,590.03,10030.47,1,590.03,186
X,Product A,04/06/2016,15,15,596.79,8951.89,1,596.79,186
Y,Product A,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
Z,Product A,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
W,Product B,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
X,Product B,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
Z,Product B,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
Y,Product B ,04/06/2016,0,0,#DIV/0!,0,0,N/A,186
W,Product A,05/06/2016,24,24,593.1,14234.38,1,593.1,187
X,Product A,05/06/2016,19,19,583.28,11082.28,1,583.28,187
Y,Product A,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
Z,Product A,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
W,Product B,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
X,Product B,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
Z,Product B,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
Y,Product B ,05/06/2016,0,0,#DIV/0!,0,0,N/A,187
W,Product A,06/06/2016,21,21,560.56,11771.79,1,560.56,188
X,Product A,06/06/2016,19,19,560.69,10653.15,1,560.69,188
Y,Product A,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
Z,Product A,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
W,Product B,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
X,Product B,06/06/2016,0,0,#DIV/0!,0,0,N/A,188
