Segment,Product,Date,Quantity,Unique Purchases,Avg. Price,Product Revenue,Avg. QTY,Redistributed Price,Days since Day 1
Y,Product B ,23/12/2016,0,0,#DIV/0!,0,0,N/A,388
W,Product A,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
X,Product A,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
Y,Product A,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
Z,Product A,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
W,Product B,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
X,Product B,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
Z,Product B,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
Y,Product B ,24/12/2016,0,0,#DIV/0!,0,0,N/A,389
W,Product A,25/12/2016,2,2,669.92,1339.84,1,669.92,390
X,Product A,25/12/2016,2,2,669.92,1339.84,1,669.92,390
Y,Product A,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
Z,Product A,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
W,Product B,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
X,Product B,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
Z,Product B,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
Y,Product B ,25/12/2016,0,0,#DIV/0!,0,0,N/A,390
W,Product A,26/12/2016,5,4,775.62,3102.49,1.25,620.5,391
X,Product A,26/12/2016,5,4,775.62,3102.49,1.25,620.5,391
Y,Product A,26/12/2016,1,1,662.02,662.02,1,662.02,391
Z,Product A,26/12/2016,1,1,662.02,662.02,1,662.02,391
W,Product B,26/12/2016,0,0,#DIV/0!,0,0,N/A,391
X,Product B,26/12/2016,0,0,#DIV/0!,0,0,N/A,391
Z,Product B,26/12/2016,0,0,#DIV/0!,0,0,N/A,391
Y,Product B ,26/12/2016,0,0,#DIV/0!,0,0,N/A,391
W,Product A,27/12/2016,3,3,556.48,1669.43,1,556.48,392
X,Product A,27/12/2016,3,3,556.48,1669.43,1,556.48,392
Y,Product A,27/12/2016,1,1,643.3,643.3,1,643.3,392
Z,Product A,27/12/2016,1,1,643.3,643.3,1,643.3,392
W,Product B,27/12/2016,0,0,#DIV/0!,0,0,N/A,392
X,Product B,27/12/2016,0,0,#DIV/0!,0,0,N/A,392
Z,Product B,27/12/2016,0,0,#DIV/0!,0,0,N/A,392
Y,Product B ,27/12/2016,0,0,#DIV/0!,0,0,N/A,392
W,Product A,28/12/2016,2,2,556.32,1112.64,1,556.32,393
X,Product A,28/12/2016,2,2,556.32,1112.64,1,556.32,393
Y,Product A,28/12/2016,1,1,583.02,583.02,1,583.02,393
Z,Product A,28/12/2016,1,1,583.02,583.02,1,583.02,393
W,Product B,28/12/2016,0,0,#DIV/0!,0,0,N/A,393
X,Product B,28/12/2016,0,0,#DIV/0!,0,0,N/A,393
Z,Product B,28/12/2016,0,0,#DIV/0!,0,0,N/A,393
Y,Product B ,28/12/2016,0,0,#DIV/0!,0,0,N/A,393
W,Product A,29/12/2016,5,5,617.65,3088.27,1,617.65,394
X,Product A,29/12/2016,4,4,611.24,2444.97,1,611.24,394
Y,Product A,29/12/2016,2,2,659.77,1319.54,1,659.77,394
Z,Product A,29/12/2016,2,2,659.77,1319.54,1,659.77,394
W,Product B,29/12/2016,1,1,946.42,946.42,1,946.42,394
Y,Product B ,29/12/2016,1,1,946.42,946.42,1,946.42,394
X,Product B,29/12/2016,0,0,#DIV/0!,0,0,N/A,394
Z,Product B,29/12/2016,0,0,#DIV/0!,0,0,N/A,394
W,Product A,30/12/2016,3,3,698.89,2096.66,1,698.89,395
X,Product A,30/12/2016,1,1,583.02,583.02,1,583.02,395
Y,Product A,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
Z,Product A,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
W,Product B,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
X,Product B,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
Z,Product B,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
Y,Product B ,30/12/2016,0,0,#DIV/0!,0,0,N/A,395
W,Product A,31/12/2016,1,1,681.14,681.14,1,681.14,396
X,Product A,31/12/2016,1,1,681.14,681.14,1,681.14,396
Y,Product A,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
Z,Product A,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
W,Product B,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
X,Product B,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
Z,Product B,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
Y,Product B ,31/12/2016,0,0,#DIV/0!,0,0,N/A,396
W,Product A,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
X,Product A,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
Y,Product A,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
Z,Product A,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
W,Product B,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
X,Product B,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
Z,Product B,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
Y,Product B ,01/01/2017,0,0,#DIV/0!,0,0,N/A,397
W,Product A,02/01/2017,6,6,589.58,3537.46,1,589.58,398
X,Product A,02/01/2017,6,6,589.58,3537.46,1,589.58,398
Y,Product A,02/01/2017,1,1,562.72,562.72,1,562.72,398
Z,Product A,02/01/2017,1,1,562.72,562.72,1,562.72,398
W,Product B,02/01/2017,1,1,804.46,804.46,1,804.46,398
Y,Product B ,02/01/2017,1,1,804.46,804.46,1,804.46,398
X,Product B,02/01/2017,0,0,#DIV/0!,0,0,N/A,398
Z,Product B,02/01/2017,0,0,#DIV/0!,0,0,N/A,398
W,Product A,03/01/2017,5,5,579.15,2895.75,1,579.15,399
X,Product A,03/01/2017,4,4,534.73,2138.93,1,534.73,399
Y,Product A,03/01/2017,1,1,529.77,529.77,1,529.77,399
Z,Product A,03/01/2017,1,1,529.77,529.77,1,529.77,399
W,Product B,03/01/2017,0,0,#DIV/0!,0,0,N/A,399
X,Product B,03/01/2017,0,0,#DIV/0!,0,0,N/A,399
Z,Product B,03/01/2017,0,0,#DIV/0!,0,0,N/A,399
Y,Product B ,03/01/2017,0,0,#DIV/0!,0,0,N/A,399
W,Product A,04/01/2017,3,3,698.89,2096.66,1,698.89,400
X,Product A,04/01/2017,3,3,698.89,2096.66,1,698.89,400
Y,Product A,04/01/2017,1,1,756.82,756.82,1,756.82,400
Z,Product A,04/01/2017,1,1,756.82,756.82,1,756.82,400
W,Product B,04/01/2017,0,0,#DIV/0!,0,0,N/A,400
X,Product B,04/01/2017,0,0,#DIV/0!,0,0,N/A,400
Z,Product B,04/01/2017,0,0,#DIV/0!,0,0,N/A,400
